order_date,day_of_week,category,name,price,orders,revenue
2020-08-15T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Small,13,77,1001
2020-08-15T00:00:00.000Z,Saturday,Classic,Margherita Pizza Small,11,125,1397
2020-08-15T00:00:00.000Z,Saturday,Classic,Margherita Pizza Medium,15,63,945
2020-08-15T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Small,12,91,1116
2020-08-15T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Extra Large,24,153,3792
2020-08-15T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Medium,19,5,95
2020-08-15T00:00:00.000Z,Saturday,Classic,Margherita Pizza Extra Large,21,82,1743
2020-08-15T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Extra Large,24,359,8808
2020-08-15T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Large,20,168,3380
2020-08-15T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Small,13,215,2821
2020-08-15T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Large,20,283,5780
2020-08-15T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Medium,17,227,3961
2020-08-15T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Medium,17,179,3111
2020-08-15T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Extra Large,24,169,4080
2020-08-15T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Small,13,191,2496
2020-08-15T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Extra Large,23,458,11086
2020-08-15T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Medium,16,304,5008
2020-08-15T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Small,12,329,4092
2020-08-15T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Large,19,308,6061
2020-08-16T00:00:00.000Z,Sunday,Classic,Pepperoni Pizza Small,13,56,728
2020-08-16T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Extra Large,24,97,2328
2020-08-16T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Small,12,63,756
2020-08-16T00:00:00.000Z,Sunday,Classic,Margherita Pizza Medium,15,18,270
2020-08-16T00:00:00.000Z,Sunday,Classic,Margherita Pizza Small,11,82,902
2020-08-16T00:00:00.000Z,Sunday,Classic,Margherita Pizza Extra Large,21,47,987
2020-08-16T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Medium,17,150,2567
2020-08-16T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Small,13,149,2002
2020-08-16T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Extra Large,24,124,3072
2020-08-16T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Medium,17,126,2159
2020-08-16T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Large,20,130,2600
2020-08-16T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Large,20,194,4040
2020-08-16T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Extra Large,24,214,5304
2020-08-16T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Small,13,155,2080
2020-08-16T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Large,19,210,4123
2020-08-16T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Extra Large,23,304,7153
2020-08-16T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Small,12,210,2580
2020-08-16T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Medium,16,244,4080
2020-08-17T00:00:00.000Z,Monday,Classic,Pepperoni Pizza Small,13,35,468
2020-08-17T00:00:00.000Z,Monday,Classic,Margherita Pizza Small,11,45,506
2020-08-17T00:00:00.000Z,Monday,Classic,Hawaiian Pizza Small,12,36,432
2020-08-17T00:00:00.000Z,Monday,Classic,Margherita Pizza Extra Large,21,30,630
2020-08-17T00:00:00.000Z,Monday,Classic,Hawaiian Pizza Extra Large,24,54,1320
2020-08-17T00:00:00.000Z,Monday,Classic,Margherita Pizza Medium,15,17,255
2020-08-17T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Large,20,98,2040
2020-08-17T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Large,20,62,1240
2020-08-17T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Medium,17,104,1802
2020-08-17T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Extra Large,24,78,1872
2020-08-17T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Medium,17,54,935
2020-08-17T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Small,13,75,988
2020-08-17T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Extra Large,24,135,3456
2020-08-17T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Small,13,87,1131
2020-08-17T00:00:00.000Z,Monday,Vegetarian,Veggie Pizza Medium,16,118,1904
2020-08-17T00:00:00.000Z,Monday,Vegetarian,Veggie Pizza Extra Large,23,173,4186
2020-08-17T00:00:00.000Z,Monday,Vegetarian,Veggie Pizza Small,12,148,1812
2020-08-17T00:00:00.000Z,Monday,Vegetarian,Veggie Pizza Large,19,122,2356
2020-08-18T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Medium,15,10,150
2020-08-18T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Small,11,41,462
2020-08-18T00:00:00.000Z,Tuesday,Classic,Pepperoni Pizza Small,13,45,585
2020-08-18T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Extra Large,21,23,483
2020-08-18T00:00:00.000Z,Tuesday,Classic,Hawaiian Pizza Small,12,37,444
2020-08-18T00:00:00.000Z,Tuesday,Classic,Hawaiian Pizza Extra Large,24,69,1656
2020-08-18T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Extra Large,24,54,1296
2020-08-18T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Large,20,78,1560
2020-08-18T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Small,13,70,975
2020-08-18T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Medium,17,56,969
2020-08-18T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Extra Large,24,140,3408
2020-08-18T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Medium,17,83,1428
2020-08-18T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Small,13,71,949
2020-08-18T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Large,20,105,2200
2020-08-18T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Extra Large,23,184,4393
2020-08-18T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Medium,16,134,2176
2020-08-18T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Small,12,128,1596
2020-08-18T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Large,19,120,2375
2020-08-19T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Extra Large,21,40,840
2020-08-19T00:00:00.000Z,Wednesday,Classic,Hawaiian Pizza Extra Large,24,51,1272
2020-08-19T00:00:00.000Z,Wednesday,Classic,Pepperoni Pizza Small,13,35,455
2020-08-19T00:00:00.000Z,Wednesday,Classic,Hawaiian Pizza Small,12,36,432
2020-08-19T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Medium,15,22,330
2020-08-19T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Small,11,39,429
2020-08-19T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Extra Large,24,74,1800
2020-08-19T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Medium,17,55,952
2020-08-19T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Small,13,85,1118
2020-08-19T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Medium,17,91,1564
2020-08-19T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Large,20,119,2440
2020-08-19T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Small,13,87,1131
2020-08-19T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Large,20,67,1380
2020-08-19T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Extra Large,24,115,2856
2020-08-19T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Extra Large,23,180,4462
2020-08-19T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Small,12,114,1428
2020-08-19T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Medium,16,119,1920
2020-08-19T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Large,19,137,2641
2020-08-20T00:00:00.000Z,Thursday,Classic,Hawaiian Pizza Small,12,34,408
2020-08-20T00:00:00.000Z,Thursday,Classic,Pepperoni Pizza Small,13,37,494
2020-08-20T00:00:00.000Z,Thursday,Classic,Hawaiian Pizza Extra Large,24,63,1536
2020-08-20T00:00:00.000Z,Thursday,Classic,Margherita Pizza Medium,15,30,450
2020-08-20T00:00:00.000Z,Thursday,Classic,Margherita Pizza Extra Large,21,30,651
2020-08-20T00:00:00.000Z,Thursday,Classic,Margherita Pizza Small,11,57,638
2020-08-20T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Large,20,111,2220
2020-08-20T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Small,13,81,1079
2020-08-20T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Large,20,68,1360
2020-08-20T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Extra Large,24,149,3768
2020-08-20T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Medium,17,98,1717
2020-08-20T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Small,13,78,1014
2020-08-20T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Extra Large,24,72,1728
2020-08-20T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Medium,17,72,1258
2020-08-20T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Small,12,137,1668
2020-08-20T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Extra Large,23,195,4715
2020-08-20T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Medium,16,136,2240
2020-08-20T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Large,19,155,3097
2020-08-21T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Extra Large,24,9,216
2020-08-21T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Large,19,8,152
2020-08-21T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Medium,19,7,133
2020-08-21T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Large,20,4,80
2020-08-21T00:00:00.000Z,Friday,Classic,Margherita Pizza Medium,15,46,690
2020-08-21T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Extra Large,24,85,2064
2020-08-21T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Medium,16,3,48
2020-08-21T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Small,14,9,126
2020-08-21T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Small,12,55,660
2020-08-21T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Small,13,65,845
2020-08-21T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Extra Large,26,13,338
2020-08-21T00:00:00.000Z,Friday,Classic,Margherita Pizza Small,11,86,946
2020-08-21T00:00:00.000Z,Friday,Classic,Margherita Pizza Large,18,5,90
2020-08-21T00:00:00.000Z,Friday,Classic,Margherita Pizza Extra Large,21,65,1365
2020-08-21T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Large,22,11,242
2020-08-21T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Medium,17,7,119
2020-08-21T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Extra Large,24,104,2496
2020-08-21T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Extra Large,24,195,4800
2020-08-21T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Small,13,111,1456
2020-08-21T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Small,13,138,1872
2020-08-21T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Large,20,213,4380
2020-08-21T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Medium,17,133,2278
2020-08-21T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Medium,17,160,2771
2020-08-21T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Large,20,108,2200
2020-08-21T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Extra Large,23,297,7130
2020-08-21T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Medium,16,230,3872
2020-08-21T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Large,19,189,3686
2020-08-21T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Small,12,197,2400
2020-08-22T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Extra Large,24,166,4056
2020-08-22T00:00:00.000Z,Saturday,Classic,Margherita Pizza Small,11,102,1122
2020-08-22T00:00:00.000Z,Saturday,Classic,Margherita Pizza Extra Large,21,75,1575
2020-08-22T00:00:00.000Z,Saturday,Classic,Margherita Pizza Medium,15,91,1365
2020-08-22T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Small,12,90,1104
2020-08-22T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Small,13,104,1352
2020-08-22T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Extra Large,24,188,4656
2020-08-22T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Small,13,227,2990
2020-08-22T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Large,20,169,3440
2020-08-22T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Large,20,257,5240
2020-08-22T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Medium,17,245,4250
2020-08-22T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Extra Large,24,340,8496
2020-08-22T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Small,13,170,2236
2020-08-22T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Medium,17,155,2635
2020-08-22T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Small,12,289,3576
2020-08-22T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Medium,16,314,5184
2020-08-22T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Extra Large,23,452,10925
2020-08-22T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Large,19,339,6555
2020-08-23T00:00:00.000Z,Sunday,Classic,Margherita Pizza Small,11,66,726
2020-08-23T00:00:00.000Z,Sunday,Classic,Pepperoni Pizza Small,13,55,728
2020-08-23T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Small,12,52,624
2020-08-23T00:00:00.000Z,Sunday,Classic,Margherita Pizza Extra Large,21,74,1575
2020-08-23T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Extra Large,24,94,2304
2020-08-23T00:00:00.000Z,Sunday,Classic,Margherita Pizza Medium,15,67,1020
2020-08-23T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Small,13,169,2236
2020-08-23T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Medium,17,162,2805
2020-08-23T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Extra Large,24,114,2760
2020-08-23T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Large,20,217,4500
2020-08-23T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Medium,17,132,2278
2020-08-23T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Extra Large,24,216,5328
2020-08-23T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Small,13,136,1768
2020-08-23T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Large,20,124,2500
2020-08-23T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Medium,16,192,3168
2020-08-23T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Extra Large,23,325,7820
2020-08-23T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Large,19,209,4028
2020-08-23T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Small,12,238,2928
2020-08-24T00:00:00.000Z,Monday,Classic,Margherita Pizza Medium,15,49,735
2020-08-24T00:00:00.000Z,Monday,Classic,Margherita Pizza Extra Large,21,29,651
2020-08-24T00:00:00.000Z,Monday,Classic,Pepperoni Pizza Small,13,49,676
2020-08-24T00:00:00.000Z,Monday,Classic,Hawaiian Pizza Small,12,28,336
2020-08-24T00:00:00.000Z,Monday,Classic,Hawaiian Pizza Extra Large,24,62,1512
2020-08-24T00:00:00.000Z,Monday,Classic,Margherita Pizza Small,11,46,506
2020-08-24T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Small,13,91,1248
2020-08-24T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Medium,17,70,1241
2020-08-24T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Medium,17,94,1598
2020-08-24T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Extra Large,24,141,3456
2020-08-24T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Large,20,65,1300
2020-08-24T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Extra Large,24,64,1584
2020-08-24T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Large,20,100,2040
2020-08-24T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Small,13,77,1040
2020-08-24T00:00:00.000Z,Monday,Vegetarian,Veggie Pizza Small,12,119,1440
2020-08-24T00:00:00.000Z,Monday,Vegetarian,Veggie Pizza Large,19,126,2508
2020-08-24T00:00:00.000Z,Monday,Vegetarian,Veggie Pizza Medium,16,118,2016
2020-08-24T00:00:00.000Z,Monday,Vegetarian,Veggie Pizza Extra Large,23,185,4600
2020-08-25T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Small,11,35,396
2020-08-25T00:00:00.000Z,Tuesday,Classic,Meat Lover's Pizza Medium,19,5,95
2020-08-25T00:00:00.000Z,Tuesday,Classic,Pepperoni Pizza Small,13,51,676
2020-08-25T00:00:00.000Z,Tuesday,Classic,Hawaiian Pizza Extra Large,24,52,1248
2020-08-25T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Extra Large,21,43,903
2020-08-25T00:00:00.000Z,Tuesday,Classic,Hawaiian Pizza Small,12,41,492
2020-08-25T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Medium,15,40,600
2020-08-25T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Extra Large,24,144,3528
2020-08-25T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Medium,17,98,1700
2020-08-25T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Extra Large,24,62,1488
2020-08-25T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Small,13,83,1105
2020-08-25T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Large,20,74,1500
2020-08-25T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Large,20,117,2380
2020-08-25T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Small,13,56,728
2020-08-25T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Medium,17,69,1173
2020-08-25T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Large,19,112,2204
2020-08-25T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Medium,16,104,1776
2020-08-25T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Small,12,115,1440
2020-08-25T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Extra Large,23,161,3772
2020-08-26T00:00:00.000Z,Wednesday,Classic,Hawaiian Pizza Extra Large,24,72,1800
2020-08-26T00:00:00.000Z,Wednesday,Classic,Meat Lover's Pizza Medium,19,5,95
2020-08-26T00:00:00.000Z,Wednesday,Classic,Pepperoni Pizza Small,13,54,715
2020-08-26T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Extra Large,21,39,819
2020-08-26T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Small,11,39,429
2020-08-26T00:00:00.000Z,Wednesday,Classic,Hawaiian Pizza Small,12,40,492
2020-08-26T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Medium,15,46,690
2020-08-26T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Small,13,63,832
2020-08-26T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Medium,17,56,969
2020-08-26T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Medium,17,87,1496
2020-08-26T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Large,20,65,1320
2020-08-26T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Large,20,113,2320
2020-08-26T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Extra Large,24,141,3456
2020-08-26T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Small,13,88,1196
2020-08-26T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Extra Large,24,64,1536
2020-08-26T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Medium,16,116,1888
2020-08-26T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Extra Large,23,182,4301
2020-08-26T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Small,12,118,1440
2020-08-26T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Large,19,113,2223
2020-08-27T00:00:00.000Z,Thursday,Classic,Hawaiian Pizza Small,12,44,540
2020-08-27T00:00:00.000Z,Thursday,Classic,Margherita Pizza Extra Large,21,39,819
2020-08-27T00:00:00.000Z,Thursday,Classic,Meat Lover's Pizza Medium,19,12,228
2020-08-27T00:00:00.000Z,Thursday,Classic,Pepperoni Pizza Small,13,28,364
2020-08-27T00:00:00.000Z,Thursday,Classic,Hawaiian Pizza Extra Large,24,52,1344
2020-08-27T00:00:00.000Z,Thursday,Classic,Margherita Pizza Medium,15,48,720
2020-08-27T00:00:00.000Z,Thursday,Classic,Margherita Pizza Small,11,46,506
2020-08-27T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Small,13,73,1001
2020-08-27T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Medium,17,90,1547
2020-08-27T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Medium,17,71,1207
2020-08-27T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Extra Large,24,75,1800
2020-08-27T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Large,20,63,1300
2020-08-27T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Small,13,65,858
2020-08-27T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Large,20,105,2120
2020-08-27T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Extra Large,24,137,3384
2020-08-27T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Large,19,118,2375
2020-08-27T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Small,12,130,1608
2020-08-27T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Extra Large,23,150,3588
2020-08-27T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Medium,16,137,2256
2020-08-28T00:00:00.000Z,Friday,Classic,Margherita Pizza Extra Large,21,70,1491
2020-08-28T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Small,13,55,715
2020-08-28T00:00:00.000Z,Friday,Classic,Margherita Pizza Medium,15,79,1185
2020-08-28T00:00:00.000Z,Friday,Classic,Margherita Pizza Small,11,107,1177
2020-08-28T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Medium,19,9,171
2020-08-28T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Extra Large,24,105,2592
2020-08-28T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Small,12,75,912
2020-08-28T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Extra Large,24,121,3000
2020-08-28T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Extra Large,24,268,6648
2020-08-28T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Medium,17,110,1955
2020-08-28T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Large,20,114,2300
2020-08-28T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Small,13,89,1183
2020-08-28T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Large,20,227,4680
2020-08-28T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Medium,17,177,3111
2020-08-28T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Small,13,161,2119
2020-08-28T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Large,19,234,4598
2020-08-28T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Medium,16,182,2960
2020-08-28T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Small,12,226,2748
2020-08-28T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Extra Large,23,323,7590
2020-08-29T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Small,13,85,1105
2020-08-29T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Small,12,102,1224
2020-08-29T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Medium,19,37,703
2020-08-29T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Extra Large,24,152,3672
2020-08-29T00:00:00.000Z,Saturday,Classic,Margherita Pizza Medium,15,135,2055
2020-08-29T00:00:00.000Z,Saturday,Classic,Margherita Pizza Extra Large,21,90,1890
2020-08-29T00:00:00.000Z,Saturday,Classic,Margherita Pizza Small,11,135,1540
2020-08-29T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Medium,17,184,3162
2020-08-29T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Extra Large,24,159,3816
2020-08-29T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Large,20,287,5840
2020-08-29T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Medium,17,238,4148
2020-08-29T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Extra Large,24,306,7512
2020-08-29T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Small,13,187,2444
2020-08-29T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Small,13,223,2938
2020-08-29T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Large,20,172,3520
2020-08-29T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Extra Large,23,381,9108
2020-08-29T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Large,19,268,5187
2020-08-29T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Small,12,290,3600
2020-08-29T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Medium,16,299,4848
2020-08-30T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Extra Large,24,97,2352
2020-08-30T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Small,12,74,900
2020-08-30T00:00:00.000Z,Sunday,Classic,Meat Lover's Pizza Medium,19,12,228
2020-08-30T00:00:00.000Z,Sunday,Classic,Pepperoni Pizza Small,13,83,1131
